cas,smile,odors
66634-97-7,CC(C)\C=C(/C)C(O)=O,"animal,floral,fromage,fruité,miel,sueur"
66642-86-2,CC\C=C/C/C=C/C=C/C=O,agrume
66848-40-6,CC1CC(CC(=C1)C)C#N,"coumarine,tabac"
67-47-0,OCc1oc(C=O)cc1,"beurre,caramel,cire d'abeille,foin,herbe,moisi,tabac"
67-63-0,CC(C)O,"alcool,boisé,moisi"
67-64-1,CC(C)=O,"éther,poire,pomme"
67-68-5,C[S](C)=O,"ail,champignon,crème,fromage,gras,huile,maïs"
67-71-0,C[S](C)(=O)=O,brûlé
67019-89-0,CC/C=C/CC\C=C/C#N,"floral,noix,violette"
67028-40-4,CCOC(=O)COc1ccc(C)cc1,"cacao,cerise,foin,fruit à coque,fruité,poudré"
6707-60-4,O=C1CCCCCCCCCCOCCCCO1,"boisé,cire d'abeille,doux,fruité"
6728-26-3,CCC/C=C/C=O,"aldéhyde,banane,épicé,frais,fromage,fruité,gras,herbe,légume,vert"
6728-31-0,CC/C=C/CCC=O,"crème,fromage,gras,lactique,lait frais,thé,vert"
673-84-7,C/C=C(C)/C=C/C=C(C)C,"agrume,épicé,floral,fruit à coque,herbe,poivre"
67355-38-8,CC(CCOC=O)CC(C)(C)C,"herbe,vert"
6738-23-4,COc1ccc(C)cc1C,herbe
67452-27-1,CCCCC\C=C/CCCOC(C)=O,"épicé,ester,floral,fruité,orange,rose"
675-09-2,CC1=CC(=CC(=O)O1)C,"balsamique,caramel,réglisse,vert"
6750-03-4,CCCC\C=C\C=C\C=O,"cire d'abeille,concombre,fruit exotique,graisse de poulet,melon,vert,zesté"
6750-60-3,C[C@]1(O)CC[C@@H]2[C@@H]1[C@H]3[C@@H](CCC2=C)C3(C)C,"fruité,herbe"
6754-68-3,CC(C)(O)CC1CCC2(C)CCCC(=C)C2C1,épicé
67583-77-1,CCOC1CC(C)CC(C)(C)C1,"fruité,herbe"
67601-05-2,CC(CCOC(C)=O)CCC=C(C)C,"bergamote,cire d'abeille,doux,floral,fruité,poire,pomme,rose,savon,vert"
67633-92-5,CCOC(OCC)C1CC2CC1C3C=CCC23,"anis,basilic,fenouil,herbe,jacinthe"
67633-94-7,CC1CC(C)(C)OC(Cc2ccccc2)O1,"haricot vert,narcisse,pois de senteur,réséda,vert"
67633-96-9,CC/C=C/CCOC(=O)OC,"capucine,cire d'abeille,floral,pomme,radis,vert,violette"
67633-97-0,CCC(S)C(C)=O,"alliacé,fruit à coque,fruit exotique,métal,noisette,oignon,pomme de terre,raifort,raisin,soufré,viande cuite"
67633-99-2,CCCC(=O)OC/C(C)=C/CCC1(C)C2CC3C(C2)C13C,"balsamique,fruit à coque,fruité,rose"
67634-00-8,CC(C)CCOCC(=O)OCC=C,"ananas,galbanum,vert"
67634-02-0,CC(C)=CCC/C(C)=C/CO[C@H](Cc1ccccc1)OC\C=C(C)\CCC=C(C)C,"poudré,rose,vert"
67634-07-5,CC1C=C(C)CC(C=O)C1C,"chrysanthème,herbe,vert"
67634-11-1,CC1CCC(O)C(C1)C(C)(C)C,"menthé,terre"
67634-12-2,COC(=O)c1ccccc1N=CC2CCC(=CC2)CCCC(C)(C)O,"doux,fleur d'oranger,floral,lys"
67634-14-4,CCc1ccccc1CC(C)(C)C=O,"frais,marin,vert"
67634-15-5,CCc1ccc(CC(C)(C)C=O)cc1,"frais,marin,vert"
67634-16-6,CC1CC(CO)CC(=C1)C,"floral,gardénia,herbe,menthé,vert"
67634-17-7,CC1C=C(C)CCC1CO,"floral,gardénia,herbe,menthé,vert"
67634-20-2,CC(C)C(=O)OC1CC2CC1C3C=CCC23,"ambre gris,anis,balsamique,basilic,chocolat"
67634-22-4,CC1CCC(COC(C)=O)C(C)C1,"boisé,carvone,doux,raisin"
67634-23-5,CC1COC(O1)C(C)c2ccccc2,"bouillon,champignon,foin,herbe,luzerne,melon,poulailler,terre,vert,violette"
67634-25-7,CC1CC(COC(C)=O)CC(=C1)C,"floral,gardénia,raisin,vert"
67662-96-8,CC(C)(C)C(=O)OCCc1ccccc1,"épicé,géranium,myrtille,rose"
67663-01-8,CCCCCCC1OC(=O)CC1C,"floral,pêche,vert"
67674-36-6,CCOC(OCC)\C=C\CC\C=C\CC,"concombre,frais,gras,huile,melon,peinture,saindoux,vert"
67674-41-3,C\C=C(/C)C(=O)OCc1ccccc1,"champignon,vert"
67674-46-8,COC(OC)C(C)(C)CC=C(C)C,"agrume,boisé,raisin,savon,vert,violette"
67689-50-3,CC(=O)OC(C)(C)C1CCC(C)(O1)C=C,boisé
67707-75-9,CCOC(=O)CC(C)CC(C)(C)C,"floral,levure,pomme verte,vin"
67715-80-4,CCCC1CCOC(C)S1,"ananas,galbanum"
67739-11-1,CCC(O)C(/C)=C/C1(C)CC2CC1C=C2,"doux,santal,sciure"
67746-30-9,CCC/C=C/C(OCC)OCC,"carvi,épicé,gras,herbe,melon,poivre,racine,vert,vin"
67770-79-0,CCCCC1(CC)CCC(=O)OC1,"animal,noix de coco,racine"
67785-76-6,COC(=O)c1ccccc1N=CCc2ccccc2,"floral,mandarine,pois de senteur,vert"
67785-77-7,CCC(=O)OC(C)(C)Cc1ccccc1,"baie,fleur de troëne,floral,fruité,jasmin,prune,raisin,thé,vert"
67801-20-1,CC(O)C(C)\C=C/C1CC=C(C)C1(C)C,"boisé,musc"
67801-33-6,CCCCCCC(CO)C(C)=O,"beurre,doux,fromage,fruité,herbe,lactique,terre,vert"
67801-36-9,CC(CCCC(C)(C)O)CC(n1ccc2ccccc12)n3ccc4ccccc34,"fécal,jasmin"
67801-38-1,CC1CC(=CC(C)C1\C=C\C(C)=O)C,"boisé,violette"
67801-44-9,CCCCCCCC=Nc1ccccc1C(=O)OC,"floral,gras,huile,raisin"
67801-47-2,COC(=O)c1ccccc1N=C\C=C(C)\CCC=C(C)C,"citron,doux,fleur d'oranger,fruité"
67801-64-3,CCOC(=O)OC1CCCCC1C(C)(C)C,"boisé,floral,herbe,vert"
67801-65-4,CC1CC=C(C)CC1C=O,"agrume,aldéhyde,asperge,fleur de troëne,herbe,trèfle,vert,zesté"
67828-71-1,CC(=O)C1(C)CC(=O)C(C)(O1)SCc2occc2,café
6784-13-0,CC(CC=O)C1CCC(=CC1)C,"aldéhyde,herbe,vert"
67845-28-7,CCCOc1cncc(C)n1,légume
67845-30-1,CC(C)C1CC2C(CC1C=C2C)C=O,"épicé,herbe,huile,vert"
67845-42-5,COC(=O)c1ccccc1N=CCC(C)CCC=C(C)C,"agrume,boisé,herbe"
67845-46-9,Cc1ccc(OCC=O)cc1,"floral,melon,ozone"
67845-50-5,CC(O)/C=C(C)/CCC=C(C)C,"citron,citron vert,pin,rose"
67859-96-5,CC1CC(CC(C)(C)C1)OC(C)=O,"clou de girofle,épicé,floral,frais,herbe,lavande,menthé,menthe pouliot,menthol,vert"
67860-01-9,CCCC(=O)OC1=C(C)OC=CC1=O,"baie,fraise,fruité"
67874-67-3,CCCCCCCCCC=Nc1ccccc1C(=O)OC,"cire d'abeille,doux,fleur d'oranger,gras"
67874-69-5,CC(C)=CCC/C(C)=C/COC(=O)c1ccccc1N,"chèvrefeuille,floral,géranium,pomme"
67874-72-0,CCC(C)(C)C1CCCCC1OC(C)=O,"boisé,confiture,doux,framboise,sapin"
67874-78-6,CC(C)C(=O)OC1CCC2CCCCC2C1,"abricot,prune,rose"
67874-81-1,CO[C@]1(C)CCC23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,"boisé,poussière"
67883-79-8,CC/C=C/CCOC(=O)C(/C)=C\C,"banane,champignon,gras,herbe,légume,radis,terre,vert"
6789-80-6,CC\C=C/CC=O,"fruité,gras,herbe,pomme,pomme cuite,vert"
6789-88-4,CCCCCCOC(=O)c1ccccc1,"balsamique,boisé,coriandre,fruité,métal,orchidée,sève de pin,vert"
67905-40-2,COC(=O)C1OC1(C)\C=C\C2C(=CCCC2(C)C)C,"framboise,prune"
67923-82-4,CC(C)CCCCCCCCCCOC(CC(C)CCC=C(C)C)OCCCCCCCCCCC(C)C,"fruité,menthé,rose"
67923-85-7,CC(C)CCCCCCCCCCOC(CC(C)CCCC(C)(C)O)OCCCCCCCCCCC(C)C,"boisé,doux,lait frais,lys,muguet"
67924-13-4,CCCCCC\C(C=Nc1ccccc1C(=O)OC)=C/c2ccccc2,"cire d'abeille,floral,gras"
67936-13-4,CC(C)C1SCC(=N1)C,"cacao,chocolat,doux,soufré"
67952-59-4,CSc1nccnc1C(C)C,"légume,viande cuite"
67952-60-7,CSSC(C)(C)C=O,"cacao,chocolat,chocolat noir,graisse,tabac"
67952-65-2,CSc1nccnc1C,"amande,brûlé,cacahuète,café,caramel,fruit à coque,grillé,légume,moisi,noisette,noix de cajou,noix de pécan,pop corn,terre"
67952-68-5,CCC1(O)C(C)(C)C2CCC1(C)C2,humus
67999-56-8,CC1(C)CCC2OC23C(C)(C)C4CCC13C4,"agrume,herbe"
68039-24-7,COC(C)OCCC(C)CCC=C(C)C,citron
68039-26-9,CCCCCOC(=O)C(C)CC,fruité
68039-29-2,CCCCCCCCC(=O)OC\C=C(C)\CCC=C(C)C,"floral,rose,vert"
68039-39-4,CC(C)C(=O)OC1CC2CC1C3CC=CC23,"boisé,doux,floral,gardénia,herbe,huile,jasmin,tubéreuse"
68039-44-1,CC(C)(C)C(=O)OC1CC2CC1C3CC=CC23,"doux,floral,pêche,poudré,vert"
68039-47-4,CC(C)OCCc1ccccc1,"épicé,métal,plastique,rose"
68039-48-5,CC1CC(CC(=C1)C)C=O,aldéhyde
68039-49-6,CC1C=C(C)CCC1C=O,"aldéhyde,capucine,floral,frais,herbe,vert"
68039-69-0,C/C=C/C(=O)OC(C)C1CCCCC1,"brandy,datte,figue,fruité,prune,raisin,vert"
68039-73-6,C/C=C/C(=O)OC1CCCC1C2CCCC2,"floral,fruité,pêche,prune,rose,violette"
68083-57-8,CCCCCCCC\C=C\CC=O,"coriandre,mandarine"
68083-58-9,CC(CC(C)(C)c1ccccc1)OC(C)=O,"gardénia,huile,raisin,vert"
68084-03-7,CC(C)CCOC(=O)CC(S)C(=O)OCCC(C)C,"café,fermentaire,levure,pain,pain de seigle"
68084-04-8,CC(C)=CCCC1=CCCC(C1)C#N,agrume
6812-78-8,C[C@H](CCO)CCCC(C)=C,rose
68129-81-7,C[C@@H]1CC(O)C=C(C)[C@@]12CCC(C2)=C(C)C,"balsamique,boisé,floral,poudré,racine,santal,sauge,sciure,terre"
68132-80-9,CCC(C)(C)CCCC(=O)OCC=C,"doux,musc,rose"
68133-72-2,CC/C=C/CCOCC=O,"agrume,aldéhyde,cire d'abeille,ozone,vert"
68133-73-3,CC(C)CCOC(=O)/C=C(C)/CCC=C(C)C,"citron,foin,miel"
68133-75-5,CC/C=C/CCOC(=O)/C=C/c1ccccc1,"balsamique,vert"
68133-76-6,CC\C=C/CCOC(=O)C(C)=O,"baie,banane,cerise,concombre,floral,fruité,gras,huile,légume,melon,pastèque,pomme,thé,vert"
68133-77-7,CCC/C=C/COC(=O)c1ccccc1O,"balsamique,boisé,floral,orchidée"
68133-78-8,CCC/C=C/COC(=O)Cc1ccccc1,"miel,mousse,rhum"
68133-79-9,CC(C)=CCC/C(C)=C/CC1CCCC1=O,"abricot,boisé,confiture,doux,floral,fruité,huile,pêche,prune,vert"
68140-48-7,CC(C)C1C(C)C(C)(C)c2cc(C)c(cc12)C(C)=O,"ambre gris,crème,herbe,musc"
68141-17-3,CCCCCCCCCC(C)C(OC)OC,"ambre gris,cire d'abeille,citron,vert"
68141-23-1,COC(CC(C)CCCC(C)C)OC,rose
68165-40-2,CC(C)CC1OC(CC(C)C)OC(CC(C)C)O1,"baie,cacao,chocolat,crème,doux,lactique,lait frais,vanille"
68198-80-1,CC(C)Cc1ccc2ncccc2c1,"fruit à coque,mousse,racine"
68213-87-6,CC(C)=CCC\C(C)=C\COCC=O,"aldéhyde,cire d'abeille,ozone,rose"
68227-51-0,CCCC(=O)OC1=C(C)CCC1=O,fruit à coque
68228-06-8,CC1CC2(CCCCC2)OC=C1,"camphre,menthé,romarin"
68228-09-1,CCOC(=O)c1ccccc1NCC2CCC(=CC2C)C,"herbe,vert"
68258-95-7,CC1COC(C)(CCC=C(C)C)O1,"agrume,vert"
68259-31-4,CC(C)C1CC2=C(C)CC1C(C2)C=O,"gras,métal,vert"
68259-33-6,CC(C)C1CC2=C(C)CC1C(C2)C(C)=O,"balsamique,épicé"
68311-05-7,CC(C)C1CC2CC(C#N)C1C=C2C,"boisé,ozone"
68345-22-2,CC(C)COC(Cc1ccccc1)OCC(C)C,"amande,cacao,doux,floral,fruit sec,miel,narcisse,phénolé,poudré,rose,vert"
68366-65-4,CC(C)C1CCC(C)CC1OC(=O)C(C)C,"herbe,rose,sauge"
68378-13-2,COc1nccnc1C,"amande torréfiée,cacao,fruit à coque,noisette torréfiée"
68391-29-7,CC(CC(C)(C)C)C(C)C=O,"agrume,floral"
68398-18-5,CC1CCC2CC1SC2(C)C,"abricot,agrume,ananas,bouillon de légumes,frais,fruit de la passion,fruité,légume,mangue,menthé,papaye,pêche,raisin,sapin,soufré,vert"
68419-46-5,CC(C)CC(=O)\C=C/C(C)C,"animal,camomille,fruité"
68459-99-4,CC(C)C(=O)/C=C/C1C(=CCCC1(C)C)C,"boisé,floral,violette"
68480-04-6,CC(O)C(/C)=C/CC1CC=C(C)C1(C)C,"boisé,épicé,poudré,santal"
68480-06-8,CCC(=O)OCCCCCCCCC=C,"ambre gris,cire d'abeille,rose"
68480-08-0,CCC(C)CCCC(C)(C)OC(C)=O,"agrume,boisé,herbe,lavande,mousse"
68480-11-5,C1COC2(C1)CC3CC2C4CCCC34,"agrume,floral,gardénia,raisin,rhubarbe"
68480-14-8,CC1C=C(C)CC(C1C)C(C)=O,"boisé,floral,terre"
68480-15-9,CC1CCC(CO)C(C)C1,"cuir,menthé,terre"
68480-26-2,CCCCCCCCCC\C=C\COC(C)=O,"fruité,poire,pomme"
68480-27-3,CCCCCCCC/C=C/COC(C)=O,"cire d'abeille,rose"
68480-28-4,CC(C)=CCOC=O,"feuille de tomate,fruité,rhum"
68527-74-2,COc1cc(ccc1O)C2OCC(C)O2,"cacao,chocolat,crème,doux,lactique,phénolé,poudré,vanille"
68527-76-4,CCOc1cc(ccc1O)C2OCC(C)O2,"clou de girofle,crème,doux,épicé,vanille"
68527-77-5,CC1CC(=CC(C)C1CO)C,"boisé,camphre,floral,herbe,œillet,vert"
68555-28-2,CC(C)CCOC(Cc1ccccc1)OCCC(C)C,"floral,vert"
68555-53-3,CC\C=C/CCCCC(OC)OC,"concombre,melon,vert"
68555-57-7,CC(CCOC(=O)c1ccccc1N)CCC=C(C)C,"doux,fleur d'oranger,floral,fruité,mandarine,rose"
68555-58-8,CC(C)=CCOC(=O)c1ccccc1O,"boisé,cire d'abeille,graisse animale,herbe,huile,métal,orchidée,vert"
68555-59-9,CC(CCC1C(C)CCCC1(C)C)OC(C)=O,"baie,floral"
68555-60-2,CCCCCC#CC(=O)OCCC(C)C,"vert,violette"
68555-61-3,CC(OC(C)=O)C(/C)=C/C1C(=CCCC1(C)C)C,"baie,boisé,bonbon,cerise,floral,fruité,poudré,réglisse,violette"
68555-62-4,C\C(C=O)=C/CC1C(=CCCC1(C)C)C,"fruit à coque,tabac,violette"
68555-63-5,CCC(=O)OC1=C(C)OC=CC1=O,"ananas,baie,caramel,caramel au beurre,confiture,cookie,croûte de pain,cuit,doux,fraise,fruité,pain"
68555-65-7,CC\C=C/CC\C=C\COC(C)=O,"fruit à coque,gras,melon,pomme verte,vert"
68555-94-2,CCC(=O)C(/C)=C/C1C(C)CC=CC1(C)C,"baie,poudré,violette"
68555-95-3,CC1=CCCC(C)(C)C1,"agrume,citron,herbe"
68585-09-1,CC(CCCC(C)(C)O)CC=O.Cc1c[nH]c2ccccc12,fécal
68611-23-4,CCC(=O)CCC1C(=CCCC1(C)C)C.OCC#C,"ambre gris,animal,frais,métal"
68683-20-5,CC(C)C1=CCC(=CC1)CCOC=O,"floral,fruité,herbe,menthé"
68683-25-0,CCCCCCCC(COC(C)=O)OC(C)=O,"floral,muguet"
68698-57-7,COC(=O)C1CC2CC1(C)C(=C2C(C)=C)C,"agrume,poivre"
68698-58-8,CCCCCC#CC(=O)OCC\C=C\CC,violette
68698-59-9,CCC/C=C/COC(=O)CC(C)C,"banane,cire d'abeille,frais,fruité,huile,légume,poire,pomme,raisin,vert"
68705-63-5,CCC(C)C(=O)OC\C=C(C)\CCC=C(C)C,"pomme,rose"
68738-94-3,CC1(C)CCCc2ccc(C=O)cc12,"doux,floral,lys,melon,muguet,vert"
68738-96-5,CC1(C)CCC=C2CC(CCC12)C=O,"doux,floral,lys,melon,muguet,vert"
68738-99-8,COC(=O)c1ccccc1N\C=C2/CCC(=CC2C)C,"doux,fleur d'oranger,floral,vert"
68797-68-2,CC(CCCC(C)(C)O)CC#N,"boisé,frais,muguet"
68845-00-1,CCOC1(C)CCC2C(=C)C1CCC2(C)C,"ambre gris,tabac"
68845-02-3,COC(=O)c1ccccc1N=CC2CCC(=CC2C)C,"aldéhyde,narcisse,vert"
68845-36-3,CCC1C(C)CC(=O)C(=C1CC)C,"chrysanthème,phénolé,poudré"
68877-29-2,CC1(C)C2CCC(C3CCC(O)CC3)C1(C)C2,"balsamique,santal"
68892-05-7,CC(C)=CCC/C(C)=C/COC(=O)CCCCCCCCC=C,"floral,rose"
689-67-8,CC(C)=CCC\C(C)=C\CCC(C)=O,"agrume,aldéhyde,banane,floral,fruité,magnolia,poire,pomme,rose,vert"
689-89-4,COC(=O)\C=C\C=C\C,"anis,doux,épicé,fruit à coque,fruité,réglisse,vanille,vert"
68901-15-5,C=CCOC(=O)COC1CCCCC1,"ananas,fruité,galbanum"
68901-22-4,CC1CC(CCC1=O)CC2C3CCC(C3)C2(C)C,"ambre gris,musc"
68901-32-6,CC(C)C1CC2C(CC1C=C2C)C3OCCO3,"boisé,fleur de troëne,lait frais,rose,vert"
68908-82-7,CC(CCCC(C)(C)O)CC=O.[nH]1ccc2ccccc12,"fécal,jasmin"
68912-13-0,CCC(=O)OC1C=CC2C3CCC(C3)C12,"basilic,boisé,herbe,huile,jasmin"
68922-10-1,CC(C)CC(=O)OCCC(C)CCC=C(C)C,"camomille,cassis,herbe,pomme,rose"
68926-75-0,CC1CCC2OC23CCC4C(C4(C)C)C13C,"ambre gris,patchouli"
68938-58-9,CC/C=C/CCOC(=O)\C=C\C,"chimique,frais,métal"
68959-28-4,CC/C=C/CCC1CCCC(=O)O1,"beurre,cire d'abeille,crème,doux,fruité,gras,lactique,lait frais,noix de coco,pêche,prune"
68966-86-9,COC(=O)C1CC2(CCC1(C)C=C2)C(C)C,"acajou,sciure"
68973-20-6,CCCCC/C=C/C=C/C(C)=O,"friture,fruité,gras,suif,vert"
68991-97-9,CC1(C)CCCC2=C1CC(CC2)C=O,"balsamique,marin,muguet,ozone"
69-72-7,OC(=O)c1ccccc1O,fruit à coque
691-38-3,C\C=C/C(C)C,vert
69103-01-1,CC(=O)OC(C)(C)CCCC(=C)C=C,"bergamote,buchu,floral,herbe"
69103-20-4,C\C(C=C)=C/CC1OC1(C)C,"frais,herbe,lavande,métal,poire,sauge"
69103-24-8,CC(C)CCCCCCCOC(C)=O,"agrume,cumin,herbe,poudré,vert"
6911-51-9,S(Sc1sccc1)c2sccc2,"champignon,terre"
69112-21-6,CC/C=C/CC=O,"fruité,pomme"
692-86-4,CCOC(=O)CCCCCCCCC=C,"cire d'abeille,cognac,crème,doux,fruité,gras,savon,vert"
693-54-9,CCCCCCCCC(C)=O,"fermentaire,floral,fromage,gras,pêche"
693-95-8,Cc1cscn1,"alliacé,fruit à coque,légume,tomate,vert"
69300-15-8,CCCCCCCCC(C)C#N,"floral,fruité,jasmin"
6931-54-0,CC1(C)C2CCC3(CO3)C1C2,"camphre,herbe,sauge"
6938-45-0,CCCCCC(=O)OCc1ccccc1,"abricot,fruité,gardénia,jasmin"
6938-94-9,CC(C)OC(=O)CCCCC(=O)OC(C)C,gras
69486-14-2,C\C=C1/CC2CC1C3CCC(=O)OC23,"balsamique,boisé,épicé,fève tonka,tabac,vert"
695-06-7,CCC1CCC(=O)O1,"coumarine,crème,doux,noix de coco,poudré,tabac,vanille,vert"
6963-52-6,CCCCC(C)OC(=O)CCC,fruité
6963-56-0,CCCC(=O)OCc1ccc(OC)cc1,"anisé,crème,doux,floral,fruité,huile,moisi,poudré,prune,réglisse"
6975-24-2,CC(C)c1ccc(\C=C\C=O)cc1,ambre gris
6975-60-6,CC(=O)Cc1occc1,"brûlé,épicé,fruité,radis,vert"
6976-72-3,CCCCCCCOC(=O)CCCCC,sève de pin
698-10-2,CCC1OC(=O)C(=C1C)O,"caramel,caramel au beurre,chicorée,doux,fenugrec,fruit à coque,fruité,praline,sirop d'érable"
698-27-1,Cc1ccc(C=O)c(O)c1,"cerise,phénolé"
698-76-0,CCCC1CCCC(=O)O1,"coumarine,crème,doux,fève tonka,fruité,gras,huile,lactique,lait frais,noix de coco,vert"
698-87-3,CC(O)Cc1ccccc1,"ananas,doux,floral"
69830-91-7,CCCCCCCC[C@@H]1CCOC1=O,"aldéhyde,boisé,doux,floral"
69834-10-2,CC1(C)C2CCC1C(C2)C3CCCCC3O,"boisé,huile,santal"
69898-48-2,COC1=C(C)CC(C)C1=O,sirop d'érable
699-10-5,CSSCc1ccccc1,"chou,légume,métal,oignon,soufré,vert"
699-17-2,CC(=O)CCc1occc1,caramel
69925-33-3,CCOC(=O)CC\C=C\CC=C,fruité
69929-16-4,CCOCCC(C)CCC=C(C)C,"agrume,eau de cologne,floral,rose"
69929-17-5,CC1C=C(C)CCC1C(=O)C(C)(C)C,"chrysanthème,floral,raisin"
6994-20-3,CCCCCC(=O)OC\C=C\c1ccccc1,"épicé,vert"
700-82-3,O=C1CCC2=C(CCCC2)O1,"coumarine,fève tonka"
701-70-2,CCC(O)Cc1ccccc1,fruité
7011-83-8,CCCCCCC1(C)CCC(=O)O1,"cire d'abeille,coumarine,crème,doux,épicé,fermentaire,gras,jasmin,lactique,noix de coco,poudré"
70172-07-5,CCOC(C)/C=C/C1C(=CCCC1(C)C)C,"éther,fruité"
70214-77-6,CC(C)CC(C)CCCC(C)O,"champignon,floral,fruité,vert"
70220-06-3,CC/C=C/CCOC,"doux,figue,frais,fruité,poire,pomme verte,vert"
705-73-7,CCCC(O)Cc1ccccc1,"doux,fruité,terre,vert"
705-86-2,CCCCCC1CCCC(=O)O1,"beurre,crème,doux,fruit à coque,fruité,gras,huile,lactique,lait frais,noix de coco,pêche"
706-14-9,CCCCCCC1CCC(=O)O1,"abricot,beurre,cire d'abeille,crème,doux,fruité,graisse,gras,huile,noix de coco,pêche"
7069-41-2,CCCCCCCCCC\C=C\C=O,"cire d'abeille,coriandre,crème,gras,herbe,mandarine,savon,zesté"
707-29-9,CC1(C)COC2(CCCCC2)OC1,"animal,cuir,doux,herbe,tabac,thym"
7070-15-7,CC1(C)[C@H]2CC[C@]1(C)[C@H](C2)OCCO,cèdre
70788-30-6,CCCC(O)CCC1C(C)CCCC1(C)C,"ambre gris,boisé,poudré,santal"
70851-60-4,CCC(C)(O)CC/C=C(C)/CC/C=C(C)/CCC=C(C)C,balsamique
70851-61-5,CC\C=C\CCC1(C)CCC(=O)O1,"beurre,cire d'abeille,cookie,crème,fromage,fruit à coque,gras,jasmin,lait frais,noix de coco,peinture,vert"
71-23-8,CCCO,"alcool,cacahuète,doux,fermentaire,fruit à coque,fruité,levure,moisi,poire,pomme,tequila,terre"
71-36-3,CCCCO,"balsamique,banane,doux,fruité,whisky"
71-41-0,CCCCCO,"balsamique,céréale,doux,fermentaire,fruité,levure,pain,solvant,vin"
710-04-3,CCCCCCC1CCCC(=O)O1,"beurre,cire d'abeille,crème,fruité,gras,lait frais,noix de coco,pêche,vert"
71048-82-3,C/C=C/C(=O)C1C(C)C=CCC1(C)C,"baie,boisé,bourgeon de cassis,doux,épicé,rose"
71077-31-1,CC(CC/C=C(C)/CCC=O)C=C,"aldéhyde,lys,magnolia,muguet"
71078-31-4,CC1CC=C(C)C2(OC(C)C=C2)C1C,baie
71298-42-5,CC(C)C1=CCC(CC1)C(O)=O,"cumin,sueur"
713-95-1,CCCCCCCC1CCCC(=O)O1,"abricot,beurre,crème,doux,fruit à coque,fruité,gras,huile,lactique,lait frais,métal,noix de coco,pêche"
7143-69-3,CC(C)=CCCC(C)(OC(=O)Cc1ccccc1)C=C,"miel,muguet,rose"
7148-78-9,CCOC(OCC)/C=C/c1ccccc1,"cannelle,épicé"
7149-26-0,CC(C)=CCCC(C)(OC(=O)c1ccccc1N)C=C,"agrume,boisé,fleur d'oranger,floral,gardénia,herbe,mandarine"
7149-29-3,CCCC(=O)OCC(C)=C,"ananas,doux,éther,pomme,prune"
7149-32-8,O=C(OCCc1ccccc1)c2occc2,"champignon,moisi,rose"
71500-37-3,CC(CC(=O)OCC=C)CC(C)(C)C,"ananas,épicé"
7155-12-6,CCCCCCCOC(=O)c1ccccc1,"balsamique,herbe,métal,sauge"
71566-51-3,CC1CC(C)(C)CC(=O)O1,"agrume,herbe,safran"
71566-53-5,CCC1OCC2(CO1)CC(=CCC2C)C,"cumin,forêt,humus"
71605-85-1,CCCCCCCCC(=O)OCCCCCCC,"doux,fleur d'oranger,floral,huile,rose"
71648-43-6,CC(C)=CCC/C(C)=C/COC(=O)Cc1ccccc1,"balsamique,doux,floral,fruit sec,fruité,gras,miel,poudré,rose,vert"
71735-79-0,CC1(C)C\C=C/CC\C=C/CCC2OC12C,"ambre gris,boisé,cèdre,patchouli,poudré,santal"
71832-76-3,CC1(O)CCC2C(=CCCC2(C)C)C1,"animal,musc"
72007-81-9,CCC(C)(CCc1ccccc1)OC(C)=O,"doux,floral,fruité,jacinthe,narcisse,thé"
7207-49-0,CCCCCC\C(C)=N\O,"floral,frais,vert"
72089-08-8,CC(CO)CCC1CC=C(C)C1(C)C,"boisé,cire d'abeille,fruit à coque,santal"
72117-72-7,CCC(=O)C(/C)=C/C1C(=CCCC1(C)C)C,"boisé,doux,poudré,violette"
7212-40-0,CC(=C)[C@@H]1CC[C@@](C)(O)C=C1,"menthe,menthé"
7212-44-4,CC(C)=CCC\C(C)=C\CCC(C)(O)C=C,"agrume,boisé,cire d'abeille,floral,fruité,melon,vert"
7217-59-6,COc1ccccc1S,"doux,épicé,fumée,phénolé,soufré"
72175-33-8,COC(=O)C1OC1(C)C2CC3CC2C=C3,"floral,jasmin,magnolia,melon,rose,trèfle"
72207-94-4,CCOc1cc(C=O)ccc1OC(C)=O,lait frais
72214-23-4,CC(=O)OC(C)(C)CC\C=C(/C)C=C,"bergamote,eau de cologne,floral,lavande"
72257-53-5,CC(=O)OC1CC2CCC1(C)OC2(C)C,"eucalyptus,frais"
72276-09-6,CCOC(=O)CC\C=C\CC=C,"ananas,éther,fruit de la passion,mangue,poire"
72402-00-7,CC1C(CCC1(C)O)C(C)=C,"agrume,épicé"
72403-67-9,CC(=O)OC[C@H]1CCC=C(CCC=C(C)C)C1,"agrume,doux,freesia,lys,magnolia,vert"
72429-08-4,C[C@@H]1C[C@H]2CC(C)(C)CO[C@@H]2C[C@@H]1C,"boisé,canneberge,herbe"
7251-61-8,Cc1cnc2ccccc2n1,"brûlé,café,fruit à coque,fruité,phénolé"
72724-82-4,CCCCCCCCCOC(=O)c1ccccc1N,"mandarine,orange"
72779-06-7,CC(C)=CCOC(=O)C=C(C)C,"châtaigne,vert"
72797-17-2,Cc1c[n+](cc(C)n1)C(C)=O,"beurre de cacahuète,fruit à coque,grain torréfié,noisette torréfiée,pop corn"
72845-40-0,C/C=C(C)/COC(=O)C(/C)=C/C,"anis,champignon,floral,humus"
